HALTER_ID,ALTER,GESCHLECHT,STADTKREIS,STADTQUARTIER,RASSE
120809,21-30,w,10.0,101.0,Jack Russel Terrier
120821,51-60,m,2.0,24.0,Soft Coated Wheaten Terrier
120824,41-50,w,8.0,83.0,Beagle
120829,41-50,w,11.0,115.0,Malteser
120831,21-30,m,11.0,119.0,Labradoodle
120833,51-60,w,10.0,102.0,Mischling gross
120845,51-60,w,11.0,111.0,Malinois
120846,11-20,w,11.0,119.0,Malteser
120852,41-50,w,6.0,61.0,Mischling klein
120859,21-30,w,12.0,122.0,Mischling gross
120860,31-40,w,9.0,92.0,Chihuahua
120894,21-30,w,6.0,63.0,Australian Shepherd
120895,21-30,w,11.0,115.0,Französische Bulldogge
120899,31-40,w,7.0,71.0,Bernhardiner
120901,31-40,m,11.0,119.0,Zwergschnauzer
120910,21-30,m,10.0,102.0,Australian Cattle Dog
120958,61-70,w,11.0,119.0,Chihuahua
120963,41-50,w,11.0,115.0,West Highland White Terrier
120964,21-30,w,11.0,119.0,Chihuahua
120969,41-50,w,7.0,71.0,Norwegischer Buhund
120998,31-40,w,3.0,34.0,Chihuahua
120998,31-40,w,3.0,34.0,Chihuahua
121002,31-40,m,10.0,102.0,Mischling gross
121003,31-40,w,11.0,111.0,Bergamasker
121006,61-70,w,7.0,72.0,Lagotto Romagnolo
121017,21-30,w,11.0,115.0,Cocker Spaniel
121019,61-70,w,7.0,74.0,Collie
121019,61-70,w,7.0,74.0,Volpino
121020,51-60,w,7.0,74.0,Zwergspitz
121020,51-60,w,7.0,74.0,Zwergspitz
121044,21-30,m,11.0,115.0,Chihuahua
121051,31-40,m,12.0,122.0,Yorkshire Terrier
121059,51-60,w,7.0,74.0,Norwegischer Lundehund
121061,31-40,m,5.0,51.0,Mops
121062,51-60,w,8.0,82.0,Malteser
121072,21-30,w,8.0,82.0,Mops
121079,21-30,w,11.0,115.0,Spinone
121081,61-70,w,12.0,123.0,Grosspudel
121081,61-70,w,12.0,123.0,Chinese Crested
121092,61-70,w,10.0,101.0,Norwich Terrier
121125,21-30,m,11.0,115.0,Miniature Bull Terrier
121128,41-50,w,3.0,34.0,Mischling klein
121135,41-50,w,10.0,101.0,Flat Coated Retriever
121149,21-30,w,11.0,119.0,Chihuahua
121165,41-50,w,7.0,73.0,Bolonka Zwetna
121182,41-50,w,10.0,101.0,Lagotto Romagnolo
121196,21-30,w,4.0,44.0,Bolonka Zwetna
121215,31-40,w,2.0,21.0,Mischling klein
121216,51-60,m,7.0,73.0,Shetland Sheepdog
121217,11-20,m,6.0,61.0,Mops
121222,31-40,w,9.0,91.0,Chihuahua
121223,41-50,w,10.0,102.0,Beagle
121225,41-50,w,11.0,119.0,Havaneser
121229,41-50,w,8.0,82.0,Goldendoodle
121282,41-50,w,7.0,73.0,Lagotto Romagnolo
121290,21-30,w,8.0,81.0,Mischling gross
121331,41-50,w,11.0,119.0,Tibet Terrier
121333,21-30,m,11.0,119.0,Rottweiler
121334,61-70,w,8.0,82.0,Malteser
121341,21-30,m,12.0,122.0,Boxer
121384,61-70,m,8.0,81.0,Mischling klein
121426,81-90,w,7.0,71.0,Deutscher Schäfer
121434,51-60,m,9.0,92.0,Jack Russel Terrier
121454,41-50,w,11.0,111.0,Chihuahua
121455,21-30,w,11.0,111.0,Mischling klein
121455,21-30,w,11.0,111.0,Basenji
121459,41-50,m,2.0,24.0,Schäfer
121461,31-40,w,3.0,31.0,Dalmatiner
121463,81-90,w,11.0,115.0,Mischling klein
121465,31-40,w,12.0,122.0,Chihuahua
121473,31-40,w,3.0,31.0,Cavalier King Charles Spaniel
121474,41-50,w,9.0,92.0,Mischling gross
121475,41-50,m,5.0,52.0,Cocker Spaniel
121476,41-50,w,9.0,92.0,Yorkshire Terrier
121477,61-70,w,9.0,92.0,Labrador Retriever
121486,51-60,w,12.0,123.0,Langhaardackel
121498,41-50,w,7.0,71.0,Zwergpudel
121499,21-30,w,10.0,102.0,Shiba Inu
121500,41-50,m,4.0,44.0,Mischling gross
121520,21-30,m,11.0,119.0,Zwergpinscher
121522,11-20,w,9.0,92.0,Yorkshire Terrier
121523,41-50,w,1.0,11.0,Labradoodle
121524,21-30,m,12.0,123.0,Beagle
121528,41-50,w,4.0,42.0,Shih Tzu
121530,41-50,m,11.0,119.0,Labrador Retriever
121532,11-20,m,11.0,115.0,Cocker Spaniel
121536,41-50,w,6.0,61.0,Malteser
121536,41-50,w,6.0,61.0,Prager Rattler
121539,21-30,m,9.0,92.0,Entlebucher Sennenhund
121541,51-60,w,7.0,71.0,Bergamasker
121543,21-30,w,3.0,34.0,Continental Bulldog
121544,21-30,w,12.0,122.0,Pinscher
121545,41-50,m,8.0,81.0,Mittelpudel
121547,41-50,w,10.0,102.0,Sennenhund
121549,51-60,m,9.0,92.0,Havaneser
121549,51-60,m,9.0,92.0,Shih Tzu
121551,41-50,w,9.0,92.0,Shiba Inu
121553,21-30,w,3.0,31.0,Jack Russel Terrier
121555,21-30,m,3.0,34.0,Französische Bulldogge
121557,51-60,w,6.0,61.0,Yorkshire Terrier
121560,21-30,w,6.0,61.0,Mischling gross
121562,41-50,w,11.0,111.0,Yorkshire Terrier
121563,71-80,w,11.0,115.0,Deutscher Boxer
121564,51-60,w,11.0,111.0,West Highland White Terrier
121567,41-50,w,4.0,44.0,Bichon frisé
121569,31-40,w,12.0,123.0,Chihuahua
121571,21-30,w,11.0,115.0,Windhund
121575,21-30,w,5.0,52.0,Malteser
121584,31-40,w,11.0,119.0,Chihuahua
121585,41-50,m,7.0,74.0,Malteser
121588,41-50,w,9.0,91.0,Labrador Retriever
121589,11-20,w,9.0,92.0,Chihuahua
121591,31-40,w,11.0,111.0,Malteser
121593,21-30,m,9.0,91.0,Border
121595,31-40,w,5.0,51.0,Border Collie
121652,31-40,m,5.0,52.0,Appenzeller Sennenhund
121689,31-40,m,2.0,21.0,Yorkshire Terrier
121693,21-30,w,11.0,115.0,Dackel
121700,61-70,m,2.0,21.0,Shih Tzu
121714,21-30,w,11.0,119.0,Chihuahua
121718,31-40,m,11.0,119.0,Mischling klein
121724,21-30,w,4.0,44.0,Zwergspitz
121732,21-30,m,10.0,102.0,Mischling klein
121736,61-70,w,4.0,42.0,Yorkshire Terrier
121738,41-50,w,10.0,102.0,Bichon frisé
121746,31-40,m,11.0,115.0,Golden Retriever
121747,21-30,w,10.0,101.0,Bolonka Zwetna
121749,31-40,w,6.0,63.0,Jack Russel Terrier
121750,11-20,w,6.0,61.0,Yorkshire Terrier
121786,21-30,w,11.0,119.0,Mops
121787,31-40,m,11.0,111.0,Deutscher Schäfer
121799,41-50,w,2.0,21.0,Chihuahua
121800,51-60,w,11.0,115.0,Malteser
121801,21-30,w,8.0,81.0,Chihuahua
121818,61-70,m,9.0,92.0,Cocker Spaniel
121835,21-30,m,11.0,111.0,Mops
121840,51-60,m,10.0,102.0,Tibet Terrier
121859,31-40,w,5.0,51.0,Cocker Spaniel
121862,51-60,w,7.0,74.0,Mischling klein
121867,41-50,w,11.0,119.0,Yorkshire Terrier
121871,41-50,w,11.0,119.0,Mops
121880,91-100,w,3.0,31.0,Chihuahua
121881,21-30,m,12.0,122.0,Chihuahua
121883,21-30,w,7.0,74.0,Zwergpinscher
121913,61-70,m,5.0,51.0,Papillon
121916,41-50,w,4.0,44.0,Französische Bulldogge
121917,41-50,w,4.0,42.0,Toypudel
121924,31-40,m,11.0,119.0,Labrador Retriever
121931,21-30,w,6.0,61.0,Französische Bulldogge
121933,21-30,w,12.0,122.0,Terrier
121934,61-70,m,8.0,81.0,Mischling klein
121937,21-30,w,9.0,91.0,Yorkshire Terrier
121939,21-30,w,9.0,92.0,Chihuahua
121939,21-30,w,9.0,92.0,Chihuahua
121940,21-30,m,11.0,115.0,Jack Russel Terrier
121951,21-30,m,11.0,111.0,Malteser
121953,51-60,m,9.0,91.0,Yorkshire Terrier
121962,81-90,w,6.0,63.0,Mischling klein
121964,21-30,w,3.0,34.0,Flat Coated Retriever
121965,21-30,w,6.0,61.0,Malteser
121968,21-30,w,6.0,61.0,Mops
121969,21-30,w,11.0,119.0,Chihuahua
121979,61-70,w,3.0,33.0,Mops
121984,21-30,m,4.0,42.0,Jack Russel Terrier
121985,21-30,w,12.0,122.0,Yorkshire Terrier
121987,11-20,m,7.0,74.0,Mittelspitz
121989,31-40,w,11.0,111.0,Foxterrier
121992,21-30,w,6.0,61.0,Yorkshire Terrier
121993,21-30,w,9.0,92.0,Chihuahua
121993,21-30,w,9.0,92.0,Chihuahua
121994,31-40,w,4.0,41.0,Chihuahua
121996,31-40,w,7.0,72.0,Dackel
122007,21-30,m,11.0,115.0,Jack Russel Terrier
122008,51-60,w,3.0,33.0,Yorkshire Terrier
122009,21-30,w,9.0,92.0,Yorkshire Terrier
122010,61-70,w,7.0,72.0,Dackel
122011,61-70,w,4.0,41.0,Labrador Retriever
122012,21-30,w,3.0,34.0,Französische Bulldogge
122016,61-70,m,9.0,92.0,Parson Jack Russell Terrier
122017,31-40,w,7.0,73.0,Malteser
122018,31-40,m,7.0,73.0,English Cocker Spaniel
122020,41-50,m,1.0,11.0,Mischling klein
122021,51-60,m,4.0,42.0,Französische Bulldogge
122026,41-50,m,5.0,51.0,Chihuahua
122028,71-80,w,8.0,83.0,Leonberger
122030,61-70,m,4.0,42.0,Chihuahua
122033,11-20,w,11.0,119.0,Chihuahua
122036,41-50,w,7.0,74.0,English Springer Spaniel
122041,41-50,m,4.0,42.0,Rhodesian Ridgeback
122041,41-50,m,4.0,42.0,Rhodesian Ridgeback
122044,41-50,w,3.0,33.0,Französische Bulldogge
122045,61-70,w,9.0,92.0,Havaneser
122046,61-70,w,12.0,122.0,Pinscher
122047,21-30,w,9.0,92.0,Mischling klein
122048,31-40,w,9.0,92.0,Spitz
122048,31-40,w,9.0,92.0,Chihuahua
122049,21-30,m,3.0,34.0,Labrador Retriever
122050,31-40,w,4.0,44.0,Chihuahua
122067,41-50,w,2.0,21.0,Malteser
122070,31-40,m,11.0,119.0,Kleinspitz
122071,31-40,w,4.0,42.0,Foxterrier
122072,31-40,w,7.0,74.0,Pudel
122077,21-30,w,3.0,34.0,Parson Jack Russell Terrier
122078,21-30,m,10.0,102.0,Terrier
122079,31-40,w,3.0,31.0,Rhodesian Ridgeback
122089,31-40,w,9.0,92.0,Mischling klein
122090,31-40,m,12.0,121.0,Chihuahua
122090,31-40,m,12.0,121.0,Chihuahua
122092,31-40,w,11.0,115.0,Mops
122108,31-40,w,4.0,41.0,Zwergpinscher
122119,31-40,w,7.0,72.0,Border Collie
122139,61-70,w,12.0,122.0,Yorkshire Terrier
122140,21-30,w,10.0,101.0,Jack Russel Terrier
122142,51-60,m,7.0,74.0,Entlebucher Sennenhund
122151,31-40,w,5.0,51.0,Mops
122160,21-30,w,4.0,44.0,Französische Bulldogge
122163,51-60,m,9.0,92.0,Zwergspitz
122218,41-50,w,5.0,52.0,Golden Retriever
122220,21-30,m,11.0,119.0,Sibirischer Husky
122226,31-40,m,8.0,82.0,Beagle
122235,31-40,w,11.0,115.0,Labradoodle
122236,21-30,w,7.0,72.0,Labrador Retriever
122237,21-30,m,8.0,82.0,Berner Sennenhund
122238,31-40,w,2.0,23.0,Schäfer
122239,41-50,w,10.0,101.0,Labrador Retriever
122241,31-40,w,11.0,111.0,Malteser
122247,31-40,w,10.0,101.0,Miniature Australien Shepard
122250,31-40,m,10.0,101.0,Mischling gross
122257,21-30,m,12.0,123.0,Beagle
122258,31-40,m,12.0,122.0,Chihuahua
122259,61-70,w,4.0,41.0,Toypudel
122260,51-60,m,6.0,63.0,Mischling gross
122261,21-30,w,5.0,52.0,Welsh Corgi Pembroke
122268,31-40,w,11.0,111.0,Mischling klein
122272,41-50,m,9.0,92.0,Chihuahua
122273,31-40,m,1.0,11.0,Barbet
122278,31-40,w,11.0,111.0,Pinscher
122288,21-30,w,11.0,115.0,Mischling klein
122290,21-30,w,3.0,34.0,Basset
122291,31-40,w,6.0,63.0,Rhodesian Ridgeback
122294,41-50,m,11.0,115.0,Windhund
122295,61-70,m,10.0,101.0,Chihuahua
122310,41-50,w,12.0,121.0,Malteser
122312,31-40,m,3.0,31.0,Mischling gross
122313,21-30,w,9.0,91.0,Chihuahua
122315,41-50,m,3.0,34.0,Golden Retriever
122356,31-40,w,9.0,92.0,Yorkshire Terrier
122367,21-30,w,9.0,92.0,Vorstehhund
122370,41-50,w,2.0,24.0,Labrador Retriever
122376,41-50,m,4.0,42.0,English Cocker Spaniel
122378,61-70,w,2.0,21.0,Portugiesischer Wasserhund
122385,11-20,w,11.0,111.0,Labrador Retriever
122389,41-50,m,2.0,21.0,American Cocker Spaniel
122409,41-50,m,2.0,24.0,Finnischer Lapphund
122415,31-40,w,10.0,102.0,Border Collie
122416,41-50,w,11.0,115.0,Französische Bulldogge
122417,51-60,w,4.0,44.0,Malteser
122450,51-60,w,3.0,34.0,Malteser
122454,41-50,m,8.0,81.0,Terrier
122464,31-40,m,2.0,23.0,Mischling gross
122464,31-40,m,2.0,23.0,Mischling klein
122479,31-40,w,9.0,92.0,Cocker Spaniel
122481,21-30,w,12.0,122.0,Mops
122497,31-40,w,2.0,24.0,Terrier
122500,21-30,w,9.0,92.0,Zwergspitz
122502,41-50,m,10.0,102.0,Schäfer
122512,31-40,w,2.0,24.0,Irish Terrier
122512,31-40,w,2.0,24.0,Irish Terrier
122513,31-40,w,7.0,73.0,Chihuahua
122515,41-50,w,6.0,61.0,Australian Shepherd
122521,21-30,w,9.0,92.0,Shar Pei
122524,21-30,w,11.0,119.0,Biewer Yorkshire Terrier
122527,11-20,w,10.0,101.0,Mischling klein
122531,61-70,m,3.0,31.0,Jack Russel Terrier
122540,51-60,w,11.0,119.0,Deutscher Schäfer
122541,21-30,m,9.0,91.0,Englische Bulldogge
122555,11-20,w,10.0,102.0,Französische Bulldogge
122561,21-30,w,4.0,44.0,American Bulldog
122565,41-50,m,11.0,119.0,Yorkshire Terrier
122600,21-30,w,9.0,92.0,Deutsche Dogge
122610,31-40,m,6.0,61.0,Yorkshire Terrier
122612,21-30,m,4.0,42.0,Französische Bulldogge
122613,21-30,m,10.0,101.0,Französische Bulldogge
122624,71-80,m,6.0,61.0,Mischling klein
122627,21-30,w,8.0,81.0,Chihuahua
122629,31-40,w,8.0,81.0,Mischling klein
122630,41-50,w,6.0,61.0,Golden Retriever
122647,81-90,m,10.0,101.0,Terrier
122648,31-40,w,7.0,71.0,Pekingese
122650,31-40,w,9.0,92.0,Shiba Inu
122680,41-50,w,2.0,24.0,Labrador Retriever
122688,21-30,m,3.0,31.0,Berner Sennenhund
122694,51-60,w,9.0,92.0,Pomeranian
122695,61-70,w,4.0,42.0,Cocker Spaniel
122699,61-70,w,12.0,123.0,Mischling klein
122704,41-50,m,11.0,119.0,Yorkshire Terrier
122705,21-30,w,5.0,51.0,Zwergspitz
122706,21-30,w,12.0,123.0,Chihuahua
122713,41-50,w,11.0,111.0,Jack Russel Terrier
122714,21-30,m,11.0,119.0,Toypudel
122715,41-50,w,2.0,23.0,Beagle
122716,51-60,w,11.0,119.0,Basenji
122717,21-30,w,6.0,61.0,Jack Russel Terrier
122719,31-40,m,3.0,33.0,Mischling gross
122720,31-40,w,4.0,44.0,Schäfer
122720,31-40,w,4.0,44.0,Mischling gross
122722,11-20,w,7.0,71.0,Berner Sennenhund
122723,41-50,w,11.0,111.0,Labrador Retriever
122731,21-30,w,3.0,31.0,Französische Bulldogge
122731,21-30,w,3.0,31.0,Französische Bulldogge
122741,31-40,m,3.0,31.0,Golden Retriever
122742,31-40,w,3.0,31.0,Golden Retriever
122745,31-40,w,9.0,91.0,Malteser
122746,21-30,w,11.0,119.0,Mischling klein
122755,51-60,m,6.0,61.0,Chihuahua
122760,21-30,w,9.0,92.0,Yorkshire Terrier
122762,61-70,m,4.0,44.0,Französische Bulldogge
122768,61-70,w,10.0,101.0,Mischling klein
122771,51-60,w,1.0,11.0,Zwergrauhaardackel
122777,21-30,m,11.0,111.0,American Bulldog
122778,41-50,m,4.0,44.0,Spitz
122779,21-30,w,11.0,119.0,Chihuahua
122779,21-30,w,11.0,119.0,Boxer
122784,51-60,m,9.0,92.0,Shih Tzu
122785,71-80,w,10.0,101.0,Shih Tzu
122790,61-70,w,8.0,82.0,Mischling klein
122791,51-60,w,12.0,122.0,Bolonka Zwetna
122797,41-50,w,2.0,24.0,Papillon
122801,31-40,m,11.0,111.0,Windhund
122803,41-50,w,7.0,72.0,Golden Retriever
122804,41-50,m,12.0,122.0,Zwergpinscher
122815,31-40,w,8.0,83.0,Australian Shepherd
122830,21-30,w,4.0,42.0,Mops
122832,21-30,w,4.0,44.0,Continental Bulldog
122838,61-70,w,6.0,61.0,Italienisches Windspiel
122841,61-70,w,1.0,11.0,Papillon
122858,51-60,w,8.0,82.0,Golden Retriever
122859,41-50,w,6.0,61.0,Englische Bulldogge
122863,51-60,w,10.0,102.0,Malteser
122865,21-30,w,3.0,34.0,Mischling klein
122866,51-60,m,12.0,122.0,Lagotto Romagnolo
122868,31-40,w,7.0,73.0,English Cocker Spaniel
122869,21-30,m,5.0,51.0,Labrador Retriever
122873,31-40,w,9.0,92.0,Chihuahua
122874,31-40,w,10.0,102.0,Schäfer
122877,31-40,w,7.0,74.0,Rauhaar Dackel
122880,11-20,w,7.0,73.0,Mischling klein
122881,51-60,w,1.0,11.0,Mischling klein
122915,21-30,m,12.0,121.0,Pekingese
122916,31-40,m,9.0,92.0,Jack Russel Terrier
122918,21-30,w,3.0,34.0,Französische Bulldogge
122921,31-40,m,4.0,44.0,Zwergpinscher
122924,21-30,w,12.0,121.0,Mischling klein
122926,41-50,w,7.0,73.0,Riesenschnauzer
122928,41-50,w,3.0,34.0,Malteser
122929,41-50,w,11.0,111.0,Bichon
122930,21-30,m,11.0,115.0,Schäfer
122934,71-80,w,9.0,92.0,Chihuahua
122934,71-80,w,9.0,92.0,Chihuahua
122935,31-40,m,2.0,21.0,Chihuahua
122935,31-40,m,2.0,21.0,Chihuahua
122939,51-60,m,3.0,34.0,Vorstehhund
122945,21-30,w,12.0,123.0,Mischling gross
122947,21-30,w,11.0,115.0,Zwergschnauzer
122948,21-30,w,12.0,123.0,Mischling klein
122950,21-30,w,8.0,81.0,Dackel
122951,41-50,w,11.0,115.0,Pinscher
122951,41-50,w,11.0,115.0,Pinscher
122952,21-30,w,7.0,73.0,Dobermann
122953,51-60,w,8.0,83.0,Mischling klein
122956,51-60,m,12.0,122.0,Pekingese
122956,51-60,m,12.0,122.0,Mischling klein
122959,21-30,w,3.0,34.0,Chihuahua
122960,41-50,w,9.0,91.0,Bolonka Zwetna
122961,41-50,m,7.0,72.0,Deutsche Dogge
122967,31-40,w,9.0,92.0,Mops
122968,21-30,w,4.0,42.0,Whippet
122969,41-50,w,8.0,83.0,Jack Russel Terrier
122970,31-40,w,9.0,92.0,Französische Bulldogge
122971,41-50,m,8.0,82.0,Labrador Retriever
122972,21-30,w,5.0,52.0,Cimarron Uruguayo
122974,41-50,w,11.0,111.0,English Toy Terrier
122977,51-60,m,4.0,44.0,Pekingese
122986,11-20,w,9.0,92.0,Chihuahua
122992,11-20,w,11.0,119.0,Chihuahua
123006,61-70,w,12.0,121.0,Pudel
123009,31-40,w,2.0,21.0,Terrier
123010,51-60,w,11.0,119.0,Yorkshire Terrier
123012,41-50,w,7.0,74.0,Mischling gross
123017,31-40,m,7.0,72.0,Bergamasker
123020,61-70,w,6.0,61.0,Toy Pudel
123024,21-30,m,11.0,115.0,Französische Bulldogge
123026,51-60,w,11.0,119.0,Chihuahua
123027,71-80,w,6.0,63.0,Shih Tzu
123034,31-40,w,11.0,119.0,Mischling klein
123039,61-70,w,7.0,73.0,Welsh Terrier
123040,31-40,w,2.0,24.0,Chihuahua
123043,31-40,w,7.0,73.0,Spitz
123074,21-30,w,12.0,123.0,Border Collie
123077,51-60,m,9.0,91.0,Yorkshire Terrier
123101,21-30,w,7.0,74.0,Dachshund
123103,51-60,w,3.0,31.0,Labrador Retriever
123111,31-40,m,9.0,92.0,Yorkshire Terrier
123116,31-40,w,7.0,72.0,Pyrenäen
123116,31-40,w,7.0,72.0,Rauhaar Dackel
123118,21-30,w,2.0,21.0,Basenji
123126,41-50,w,6.0,61.0,Zwergpinscher
123129,21-30,m,3.0,34.0,Jack Russel Terrier
123137,21-30,w,9.0,92.0,Zwergspitz
123139,21-30,w,10.0,101.0,Grosspudel
123141,31-40,m,5.0,51.0,Zwergspitz
123143,31-40,w,10.0,101.0,Cocker Spaniel
123145,51-60,w,8.0,82.0,English Cocker Spaniel
123147,41-50,w,3.0,31.0,Mops
123147,41-50,w,3.0,31.0,Mops
123147,41-50,w,3.0,31.0,Mops
123148,61-70,w,7.0,72.0,Golden Retriever
123149,51-60,w,6.0,63.0,Deutscher Schäfer
123188,61-70,m,2.0,24.0,Dachshund
123189,21-30,w,9.0,92.0,Chihuahua
123190,31-40,w,7.0,74.0,Zwergpinscher
123192,41-50,w,10.0,101.0,Cocker Spaniel
123193,41-50,w,8.0,81.0,Field Spaniel
123196,21-30,w,11.0,115.0,Dalmatiner
123200,41-50,w,3.0,33.0,Mops
123201,31-40,w,7.0,72.0,Mischling klein
123206,31-40,m,6.0,61.0,Französische Bulldogge
123207,21-30,w,3.0,34.0,Mischling gross
123209,21-30,w,3.0,34.0,Chihuahua
123218,21-30,w,2.0,21.0,Französische Bulldogge
123220,51-60,m,8.0,82.0,Malteser
123221,71-80,w,9.0,92.0,Tibet Terrier
123222,41-50,m,3.0,31.0,Pudel
123223,41-50,w,2.0,24.0,Border Terrier
123224,31-40,w,3.0,34.0,Yorkshire Terrier
123226,41-50,m,11.0,119.0,Labrador Retriever
123237,21-30,w,7.0,74.0,Sheltie
123242,31-40,w,1.0,11.0,Französische Bulldogge
123243,21-30,w,3.0,31.0,Barbet
123244,31-40,w,4.0,44.0,Labrador Retriever
123248,31-40,w,10.0,101.0,Labrador Retriever
123252,21-30,m,2.0,21.0,Bergamasker
123253,51-60,w,10.0,102.0,Welsh Corgi Pembroke
123260,71-80,m,11.0,111.0,Chihuahua
123288,21-30,m,11.0,115.0,Dobermann
123292,21-30,w,12.0,123.0,Zwergpinscher
123295,21-30,w,3.0,34.0,Französische Bulldogge
123298,31-40,w,4.0,42.0,Pinscher
123307,51-60,w,3.0,34.0,Airedale Terrier
123315,21-30,w,7.0,72.0,Französische Bulldogge
123321,31-40,m,11.0,119.0,Jack Russel Terrier
123326,31-40,w,6.0,63.0,Parson Terrier
123329,51-60,w,11.0,111.0,Zwergpudel
123342,41-50,w,7.0,73.0,Berner Sennenhund
123351,81-90,w,10.0,101.0,Französische Bulldogge
123360,61-70,w,10.0,101.0,Mischling klein
123372,31-40,m,3.0,34.0,Chihuahua
123384,31-40,w,3.0,31.0,Mischling klein
123402,21-30,w,2.0,21.0,Prager Rattler
123403,51-60,m,2.0,21.0,Magyar Viszla
123407,31-40,w,7.0,74.0,Englische Bulldogge
123411,21-30,w,7.0,74.0,Sloughi
123412,31-40,m,6.0,61.0,Border Collie
123415,41-50,w,8.0,82.0,Kooiker
123432,21-30,w,3.0,31.0,Chihuahua
123432,21-30,w,3.0,31.0,Deutscher Boxer
123432,21-30,w,3.0,31.0,Kleinspitz
123436,51-60,w,7.0,73.0,Labrador Retriever
123439,21-30,w,12.0,121.0,Chihuahua
123451,31-40,w,4.0,42.0,Mops
123452,41-50,w,9.0,91.0,Mischling gross
123455,31-40,w,9.0,91.0,Parson Jack Russell Terrier
123455,31-40,w,9.0,91.0,Parson Jack Russell Terrier
123457,51-60,w,9.0,92.0,Shih Tzu
123460,31-40,w,7.0,74.0,Jack Russel Terrier
123470,41-50,w,4.0,44.0,Pinscher
123471,41-50,w,12.0,121.0,Mischling klein
123479,31-40,m,9.0,92.0,Border Collie
123480,21-30,m,4.0,44.0,Coton de Tulear
123484,61-70,m,12.0,123.0,Labrador Retriever
123492,21-30,w,6.0,61.0,Chihuahua
123492,21-30,w,6.0,61.0,Deutscher Schäfer
123495,31-40,w,11.0,115.0,Chihuahua
123498,31-40,w,2.0,23.0,Pekingese
123499,51-60,m,12.0,122.0,Yorkshire Terrier
123501,41-50,m,12.0,121.0,American Cocker Spaniel
123508,41-50,w,3.0,31.0,Yorkshire Terrier
123511,21-30,w,5.0,51.0,Chihuahua
123516,21-30,w,11.0,119.0,Jack Russel Terrier
123518,41-50,w,2.0,21.0,Havaneser
123519,21-30,w,11.0,119.0,Jack Russel Terrier
123521,41-50,w,10.0,102.0,Mischling gross
123522,51-60,w,7.0,72.0,Berner Sennenhund
123526,41-50,m,5.0,52.0,Zwergschnauzer
123527,41-50,w,2.0,21.0,Hovawart
123548,71-80,w,3.0,33.0,Deutscher Schäfer
123559,61-70,m,2.0,24.0,Golden Retriever
123564,41-50,w,6.0,63.0,Malteser
123588,71-80,w,11.0,119.0,Grosspudel
123590,51-60,m,9.0,92.0,Zwergpinscher
123591,41-50,w,11.0,115.0,Islandhund
123594,21-30,w,11.0,111.0,Pinscher
123595,21-30,w,9.0,92.0,Französische Bulldogge
123597,21-30,w,4.0,42.0,Mops
123606,31-40,w,11.0,115.0,Bolonka Zwetna
123607,41-50,m,11.0,119.0,Labrador Retriever
123610,61-70,m,2.0,21.0,Boston Terrier
123616,31-40,w,7.0,71.0,Border Collie
123617,41-50,m,8.0,83.0,Bayerischer Gebirgsschweisshund
123619,71-80,w,11.0,115.0,Berner Sennenhund
123620,51-60,w,7.0,74.0,Nova Scotia Duck Tolling Retriever
123627,51-60,m,2.0,21.0,Bergamasker
123627,51-60,m,2.0,21.0,Schäfer
123627,51-60,m,2.0,21.0,Mischling gross
123633,31-40,w,9.0,91.0,Vizsla
123636,31-40,m,3.0,33.0,Terrier
123637,11-20,w,9.0,92.0,Mischling gross
123649,71-80,m,5.0,52.0,Mischling klein
123680,41-50,w,4.0,44.0,Rehpinscher
123682,51-60,w,11.0,111.0,Labrador Retriever
123688,41-50,w,6.0,61.0,Beagle
123688,41-50,w,6.0,61.0,Mischling gross
123695,31-40,w,10.0,102.0,Chihuahua
123695,31-40,w,10.0,102.0,Chihuahua
123696,31-40,m,12.0,122.0,Golden Retriever
123697,51-60,w,12.0,122.0,Landseer
123699,61-70,m,7.0,74.0,Yorkshire Terrier
123700,31-40,m,7.0,74.0,Japan Chin
123703,51-60,w,7.0,72.0,Foxterrier
123704,21-30,w,3.0,31.0,Zwergschnauzer
123706,31-40,w,2.0,21.0,Magyar Viszla
123707,51-60,w,7.0,73.0,Mischling klein
123709,21-30,w,11.0,111.0,Chihuahua
123713,11-20,w,3.0,34.0,Zwergpinscher
123714,11-20,m,3.0,34.0,Zwergpinscher
123716,41-50,m,11.0,119.0,Labrador Retriever
123717,51-60,w,7.0,72.0,Neufundländer
123730,31-40,m,12.0,122.0,Golden Retriever
123731,41-50,w,3.0,31.0,Jack Russel Terrier
123734,41-50,w,7.0,72.0,Goldendoodle
123735,61-70,w,2.0,21.0,Jack Russel Terrier
123739,41-50,w,3.0,31.0,Shar Pei
123743,51-60,m,4.0,41.0,Mischling klein
123754,21-30,m,10.0,102.0,Boxer
123765,31-40,m,12.0,123.0,Rottweiler
123783,51-60,m,9.0,91.0,Mischling klein
123784,31-40,w,10.0,102.0,Mops
123785,21-30,w,9.0,91.0,Rhodesian Ridgeback
123798,31-40,w,9.0,92.0,Tiroler Bracke
123808,51-60,m,4.0,42.0,Deutsche Dogge
123810,31-40,m,6.0,61.0,Epagneul Breton
123813,31-40,w,2.0,21.0,Jack Russel Terrier
123814,61-70,w,9.0,92.0,Mischling klein
123816,21-30,w,3.0,31.0,Terrier
123832,11-20,w,11.0,115.0,Chihuahua
123833,41-50,m,12.0,122.0,Jack Russel Terrier
123834,21-30,w,11.0,111.0,Continental Bulldog
